sentences,empathy,fluency,humour
"From the record you got decades ago: there are further details on the protocols sheet, which you can review whenever you need it.",0.5,0.05,0
"More details are available to you in the protocols sheet. It may be a little longer to review, so grab a cup of tea and relax!*Just kidding, you can take as much or little time as you like, really!",1,0.1,1
There is more information in the protocols sheet if you wish to review them in your own time.,0.5,0.18,0
A review of the protocol sheet might be helpful if you'd like further details on this.,0.5,0.14,0
The protocols sheet offers more details of this in case you need a quick review.,0.5,0.07,0
A review of the protocols document will be helpful if you need further clarification in your own time.,0.5,0.12,0
You can find further details of this in the protocols sheet. A review of these in your own time might be helpful.,0.5,0.13,0
Do you need any further clarification on this exercise?,0,0.22,0
Will some further clarification of this exercise be of use to you?,0,0.11,0
Do you want further clarification on this?,0,0.21,0
"Would you like some further clarification on this exercise? I don't bite - I'd hope this is obvious, but you never know…",0.5,0.07,1
"I hope it makes sense, but would you need any further clarification?",1,0.2,0
Do you need some further clarification on this exercise?,0,0.16,0
Do you need more clarification on this exercise?,0,0.13,0
Would you like a further explanation?,0,0.13,0
Do you want some further guidance on this exercise? I am happy to help.,0.5,0.23,0
Do you feel that you need more clarification on this exercise? ,0.5,0.2,0
Do you want me to clarify further?,0,0.13,0
"Do you want to know more about this exercise? Or is it time to move on to push-ups? Just joking! There won't be any of those featuring this session. Otherwise, I wouldn't be here…",1,0.15,1
Would you like some further clarification on this exercise?,0,0.15,0
Do you feel that you need more clarification on this exercise? No problem at all if that's the case!,0.5,0.23,1
The theories that we are using here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0.04,0
The applicable theories here are the INCONGRUITY and SUPERIORITY THEORIES.,0.5,0,0
The INCONGRUITY and SUPERIORITY THEORIES of humour are relevant here.,0,0.07,0
The underlying theories used here are the INCONGRUITY and SUPERIORITY THEORIES.*You could say they're ingrained in me as I have them tattooed on each palm…,0.5,0,1
The underlying theories that can be applied here are the INCONGRUITY and SUPERIORITY THEORIES.,0.5,0.05,0
The INCONGRUITY and SUPERIORITY THEORIES are the underlying theories used here.,0.5,0.03,0
Theories underlying this are INCONGRUITY and SUPERIORITY THEORIES.,0.5,0,0
"If you give it some extra thought, you'll find that the theories used here are the INCONGRUITY and SUPERIORITY THEORIES.",0.5,0.08,0
The main theories applied here are the INCONGRUITY and SUPERIORITY THEORIES.,0.5,0.02,0
The theories underlying this are the INCONGRUITY and SUPERIORITY THEORIES. ,0.5,0.01,0
The theories used here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0.03,0
The INCONGRUITY and SUPERIORITY THEORIES are the underlying here. At least they're not underSLEEPING!,0.5,0.07,1
The underlying theories used here are the INCONGRUITY and SUPERIORITY THEORIES.,0.5,0.03,0
Would you say that you have experienced any incongruity in your life recently?,0.5,0.28,0
Have you recently experienced incongruity?,0,0.12,0
Have you lately experienced any incongruity in your life?,0,0.19,0
"Has there been any incongruity in your life lately? For me, life itself is one big incongruity. Please don't ask me to explain…",0.5,0.06,1
Has there been any incongruity in your life lately?,0,0.32,0
"Lately, have you experienced any incongruity in your life?",0,0.24,0
Did you have any incongruity in your life lately?,0,0.23,0
Do you feel like there is any incongruity in your life recently?,0.5,0.27,0
Have you experienced any incongruity recently?,0,0.13,0
Could you recognise any incongruity in your life lately?,0.5,0.11,0
Notice any incongruities or inconsistencies in your life lately?,0,0.15,0
Has any incongruity popped up in your life lately? I hope it didn't give you a fright!,0.5,0.16,1
Have you experienced any incongruity in your life lately?,0,0.28,0
Is it fair to say that you have experienced some incongruity in your life recently?,0.5,0.4,0
Shall we try this out?,0,0.18,0
How do you feel about this?,0,0.69,0
Would you like to try this out?,0,0.65,0
Are you happy to try this? It's not quite like chocolate but a sugar-free option!,0,0.16,1
How would you feel trying this out?,0,0.21,0
How about trying this out? How does that sound?,0,0.17,0
Are you comfortable trying this out?,0,0.22,0
Are you feeling optimistic about trying this?,0,0.13,0
How does it sound to try this exercise out?,0,0.08,0
Ready to try this out?,0,0.69,0
"So, you're good to attempt this yourself?",0,0.06,0
How excited are you to try this out?,0,0.49,0
How do you feel about trying this out?,0,0.45,0
How do you feel about trying this exercise?,0,0.21,0
What are your feelings towards this?,0,0.23,0
How does that sound?,0,0.31,0
"How do you feel about trying this exercise? I'd take this over a jog, any day!",0,0.06,1
How do you feel about doing this?,0,0.55,0
"Please tell me, {}, how do you feel now, after attempting this?",0.5,0.07,0
"Can you reflect how you feel, after trying this?",0.5,0.08,0
How did it feel once you had tried this?,0,0.14,0
"Did the exercise make you feel better, worse or the same? Don't worry; I won't get offended!",0.5,0.26,1
How did you feel once you had attempted this?,0.5,0.16,0
Can you let me know how you felt after trying this out?,0.5,0.3,0
"So {}, after this experience, how did you feel?",0,0.07,0
"Once you tried it out, how did it make you feel?",0,0.44,0
"How did you feel like after trying this out, {}?",0,0.06,0
"After you tried this, what was your sentiment, {}?",0,0.03,0
"And after trying to yourself, how did it make you feel?",0,0.17,0
"And once you'd finished this, how did you feel?",0,0.21,0
How did you feel after trying this out?,0,0.26,0
How did this make you feel?,0,0.36,0
How did you feel after trying this exercise? ,0,0.12,0
"May I ask how you felt after trying this, {}?",0.5,0.04,0
May I ask how you felt after trying this?,0.5,0.13,0
"And {}, after this experience, how did you feel?",0,0.07,0
"I hope this makes sense, {}?",0,0.02,0
Would you day that makes sense?,0,0.03,0
Is that clear?,0,0.12,0
Was that clear? Sometimes I ramble…,0,0.01,1
Does that seem clear?,0,0.08,0
Does that sound reasonable? Or is something unclear?,0.5,0.11,0
Does that make sense to you?,0,1.33,0
Is that understandable for you?,0,0.1,0
Does it seem understandable to you?,0,0.11,0
"Does this make sense to you?*I've been told that I can go off on a tangent sometimes. Though I live in a rectangle, so I'm not sure how that's possible!",1,0.28,1
Is that clear to you?,0,0.23,0
"That makes sense, right? Feel free to be honest; I have thick skin - if that's what you want to call it!",1,0.25,1
Does that make sense?,0,0.95,0
Have you got it?,0,0.2,0
Do you get it?,0,0.26,0
Do you get that?,0,0.17,0
"Would you say that is clear to you, {}?",0.5,0.06,0
"Is that clear, {}?",0,0.01,0
"Does that make sense, {}?",0,0.06,0
Would you like to go further with another exercise related to this one that might also benefit you?,0.5,0.14,0
Would a related exercise be something you are interested in exploring?,0,0.09,0
Do you want to look at a related exercise?,0,0.15,0
Are you happy to explore a related exercise? They're siblings! ,0,0.03,1
Should we discuss a related exercise?,0,0.02,0
Are you happy to explore a related exercise?,0,0.05,0
Would you like to discuss a related exercise?,0,0.12,0
We can explore a related exercise; does that sound like something you'd be interested in doing?,0,0.18,0
Maybe you'd be interested in exploring a related exercise?,0.5,0.13,0
Would you like to explore another exercise similar to this one?,0,0.22,0
"If you're interested in this, there's a related exercise. Would you like to explore it?",1,0.28,0
How would you like to explore a protocol that's closely related to this one?,0.5,0.23,0
Would you like to explore a related exercise?,0,0.12,0
Are you interested in investigating a related task?,0,0.09,0
Have you already tried to laugh this off?,0,0.08,0
Have you tried using laughter to cope with it?,0,0.09,0
Have you tried laughing at this?,0,0.12,0
"Have you tried laughing this off? It can't hurt! Although, I can sometimes feel my muscles the next day…",1,0.07,1
Have you ever attempted to laugh this off?,0,0.11,0
Have you tried laughing this off?,0,0.06,0
Did you ever try to laugh about this?,0,0.19,0
How about trying to laugh over it! I'm sure it's easier than laughing under it…,0.5,0,1
Have you attempted to laugh this off?,0,0.07,0
Do you recall ever trying to laugh at this?,0,0.09,0
Have you ever considered laughing this off?,0,0.07,0
Have you tried laughing at this? It can't hurt! At least I can't imagine how it would…,0.5,0.11,1
Have you tried laughing at this before?,0,0.13,0
Are you a step ahead? Have you already tried laughing this off?,0.5,0.09,0
"Even though this can be painful, we should try to concentrate on any positive impact it might have brought on us (perhaps our personal growth). In this way, we will be able to laugh it off.",1,0.22,0
"To cope with this via laughter, attempt to adjust your interpretation to focus on its positives. We call this LAUGHING AT MISFORTUNES. ",0.5,0.05,0
"In order to laugh it off, we should, despite any discomfort, concentrate on the advantages it has brought us.",0.5,0.11,0
"To laugh it off, we need to try finding its positive side as this will help us laugh it off and get past our misfortune.*I know; it's not as easy as swapping battery terminals - but don't try this {} anywhere!",1,0,1
"I know that it is painful, but if we can focus on any positive impact that it has brought, we can then laugh it off.",1,0.19,0
"I understand that it can be painful, but it is very important that we try to concentrate on its positive impacts to laugh it off.",1,0.2,0
"To laugh it off, we can, despite the pain it may bring, concentrate on any positive effect it has on us.",0.5,0.18,0
"To laugh it off, we must try to focus on any favourable impact it has had on us.*This won't be easy, but it will be worth it once you're past the setback - once you're setFORWARD!",1,0.1,1
"As we try to laugh off our setback, we must, despite its painfulness, focus on any favourable impact it has had on us.",0.5,0.11,0
"To laugh it off, the idea is to concentrate on any positive impact it has had on us.*I understand it can be painful, but this works wonders in helping us overcome this setback.",1,0.08,0
"To laugh it off, we must switch our focus to the positive impact it has had on us.*I'm not saying it will be easy, but it will be worth it.",0.5,0.29,1
"To laugh it off, we have to focus on any of its positives, despite its painfulness.",0.5,0.11,0
"To laugh it off, we must, despite its painfulness, focus on any positive impact it has brought to us.",0.5,0.12,0
Have you tried laughing to deal with this?,0,0.08,0
"To try to laugh this off, it is important that we attempt to change our interpretation of this (as with LAUGHING AT MISFORTUNES or setbacks) and focus on any positives that may have resulted from it.",1,0.07,0
"As a means to laugh it off, we must try to adjust our understanding of it (like with LAUGHING AT MISFORTUNES or setbacks) and concentrate on the positive aspects of it instead.",0.5,0.06,0
"In order to laugh this off, we should attempt shifting our perception of it and concentrating on the plus side to it instead. We call this LAUGHING AT MISFORTUNES.",0.5,0.02,0
"To laugh this off, we must try to alter our perception of it - this would be easy if our hardships were like those reversible images, such as the GESTALT VASE!*As with LAUGHING AT MISFORTUNES or setbacks, we must try focusing on the positives in our hardships instead.",1,0,1
"To laugh it off, we must try to adjust how we view and interpret it, focusing on the positive aspects instead.",0.5,0.18,0
"To laugh it off, we must attempt to switch our interpretation of it (like with LAUGHING AT MISFORTUNES or setbacks) and concentrate on its positives.",0.5,0.01,0
"To laugh about this, we can alter our understanding of it (as with LAUGHING AT MISFORTUNES or setbacks). We can choose to focus on its positives only.",0.5,0.02,0
"To laugh this off, we aim to change our interpretation of it (as in LAUGHING AT MISFORTUNES or setbacks) and concentrate on its positive side.",0.5,0.01,0
"To laugh this off, we must try to change our view of it (as with LAUGHING AT MISFORTUNES or setbacks) and focus on its positives.",0.5,0.03,0
"To laugh it off, the idea is to adjust our interpretation of it (like with LAUGHING AT MISFORTUNES or setbacks) and concentrate on the positives instead.",0.5,0.02,0
"To laugh this off, we must try to adapt our perception of it (as with LAUGHING AT MISFORTUNES or setbacks) and look at the positives instead.",0.5,0.02,0
"To laugh it off, we have to try to alter our perception of it (as with LAUGHING AT MISFORTUNES or setbacks) and look at the positives instead.",0.5,0.05,0
"To laugh this off, we must try to adjust our interpretation of it (as with LAUGHING AT MISFORTUNES or setbacks) and focus on the positives instead.",0.5,0.03,0
"To get past this setback using laughter, try to change your view of it and look at the plus side. This is LAUGHING AT MISFORTUNES. ",0.5,0.08,0
"A way to overcome this with laughter is to view your setback in a new light. If you're interested, IKEA have a sale on bulbs at the moment!",1,0.08,1
"To laugh at this, we must shift our perception of it and focus on its advantages. This is referred to as LAUGHING AT MISFORTUNES.*Let me clarify that I mean laughing at OUR misfortunes! It would be rude otherwise…",0.5,0,1
"To laugh it off, we must adjust our perception of the setback and focus on its advantages. This is LAUGHING AT MISFORTUNES.*Just to clarify, OUR misfortunes! ",0.5,0,1
"Would you like to try exploiting CONTRASTING VIEWS (of an image, for example) as a trigger for laughter?",0.5,0.06,0
How do feel about the idea of using CONTRASTING VIEWS as a trigger for laughter?,0.5,0.04,0
"Are you interested in exploiting CONTRASTING VIEWS, of an image, for example, as a laughter trigger?",0,0.04,0
"How about exploiting CONTRASTING VIEWS, of an image, for example, as a laughter trigger?*It certainly makes me laugh to see two grown adults arguing over whether it's a ""rabbit or a duck!""",1,0.05,1
"How do you feel about using CONTRASTING VIEWS of an image, maybe, as a laughter trigger?",0.5,0.05,0
"What do you think of using CONTRASTING VIEWS, say, of an image as a trigger for laughter?",0.5,0.07,0
"How do you feel about using CONTRASTING VIEWS, of an image, as a reason to laugh?",0.5,0.06,0
"You can use CONTRASTING VIEWS of an image, say, as a trigger for laughter. How does that sound? ",0.5,0.07,0
"How do you feel about manipulating CONTRASTING VIEWS, of an image, for example, as a motivation for laughter?",0.5,0.06,0
"CONTRASTING VIEWS, of an image, for example, can be a trigger for laughter? How do you feel about trying to use this?",0.5,0.12,0
"Do you feel comfortable about the idea of exploiting CONTRASTING VIEWS, of an image, for example, as a trigger for laughter? ",0.5,0.07,0
"Are you happy to exploit CONTRASTING VIEWS, of an image, for example, to trigger your laughter?",0.5,0.04,0
"How do you feel about exploiting CONTRASTING VIEWS, of an image, for example, as a trigger for laughter?",0.5,0.06,0
"Are you interested about the idea of exploiting CONTRASTING VIEWS (of an image, for example) as a trigger for laughter?",0,0.07,0
Now we will start exploring ways to develop and improve your sense of humour!,0,0.11,0
"So, let's see how we can develop your sense of humour! ",0,0.24,1
Let's start exploring how to nurture your sense of humour.,0.5,0.12,0
"Let's start exploring how to nurture your sense of humour.*1. water it regularly - wait, ignore that - that was for nurturing a plant!",1,0,1
Let's start by exploring how to develop your sense of humour. I'm excited; I hope you are as well!,1,0.23,1
Let's begin exploring how to nurture your sense of humour.,0.5,0.12,0
It's time to explore how to develop your sense of humour!,0,0.15,1
"Let's investigate how to nurture your sense of humour. You will be a stand-up comedian in no time - if that's what you're going for!*If not, it will be useful for parties too! ",1,0.2,1
Let's endeavour to develop your sense of humour!,0,0.06,1
Let's begin our journey to a shiny new sense of humour!,0,0.11,1
Let's begin our exploration of how to develop your sense of humour.,0.5,0.21,0
"Ready to develop your sense of humour? First, we need to download a Python compiler - wait, wrong lesson, sorry!",0.5,0.07,1
Let's start exploring how to develop your sense of humour.,0.5,0.15,0
We will now be exploring ways to grow your sense of humour. Don't worry; you won't need magic beans for this!,1,0.19,1
What time is it?*It's time to explore how to develop your sense of humour!,0,0.09,1
"Do you think you might be able to identify the reason behind your {}?*Don't worry, {}; you do not need to share the actual reason with me.",0.5,0.11,0
"Can you understand why you are feeling {}?*You don't have to share this with me, {}; I'm just trying to see if you can identify why.",0.5,0.21,0
Are you able to recognise the underlying reason behind your {}? Don't worry; you don't need to share the reason.,0.5,0.15,0
"Can you identify the underlying reason behind your {}, {}?*You don't need to share the reason. I do my best to respect others' privacy; I understand that tech can be frightening for users in today's world!",1,0.03,1
Are you able to identify the underlying reason behind your {}? You don't need to share this with me; don't worry!,1,0.23,1
There is almost always a reason behind your {}; can you identify it? You don't need to share it.,1,0.22,0
Can you realise the underlying reason behind your {}? You don't need to tell me.,0.5,0.14,0
"Can you identify the reason behind your {}? You don't need to share it, but it's important to be aware of it.",1,0.45,0
"Can you detect the underlying reason behind your {}? I won't ask you to share further details, don't worry, {}.",0.5,0.1,0
Is it possible that you can identify the underlying reason behind your {}?*I don't need to know this reason; it's for your own benefit.,0.5,0.15,0
Is the underlying reason behind your {} clear to you? I won't ask what it is; I'm not invasive like that!,0.5,0.12,1
Can you determine why you're feeling this {}?*You don't need to tell me; I'm just asking as this will help you overcome it.,0.5,0.27,0
"Can you identify the underlying reason behind your {}, {}? You don't need to share the reason.",0.5,0.04,0
Do you know why you are feeling this {}?*Don't feel pressured to tell me; I'm just asking as it would be helpful to you.,0.5,0.14,0
"Do you recognise the root cause of your {}? I won't ask you to share it, {}; don't worry.",0.5,0.11,0
Can you understand why you are feeling this {}?*You don't have to share this with me; I'm just trying to see if you can identify why.,0.5,0.36,0
Can you identify the underlying reason behind your {}? You don't need to share the reason.,0.5,0.11,0
"Can you detect the underlying reason behind your {}? I won't ask you to share further details, don't worry.",0.5,0.16,0
Do you recognise the root cause of your {}? I won't ask you to share it; don't worry.,0.5,0.2,0
"To confirm, would I be correct in saying you are feeling {}?",0.5,0.03,0
"Thank you so much for sharing with me. From your answer, it sounds like you are feeling {}, does it sound right?",1,0.1,0
"I see, thank you. From what you have told me I would say that you are feeling {} right now, does that sound about right?",1,0.09,0
"Thanks for telling me, I want to make sure I've understood correctly. I believe you're feeling {}, could you confirm that?",1,0.1,0
"I see. So you are feeling {}, is that correct?",0,0.05,0
Thank you for sharing your emotions. Am I correct in thinking that you are feeling {}?,1,0.12,0
"Thank you for that. Based on what you've said I would say you're feeling {}, are my assumptions correct?",1,0.09,0
"I believe from all you've said that you are feeling {}, is this accurate?",0.5,0.03,0
"Thank you, and please correct me if I am wrong. Am I correct in saying that you are feeling {} right now?",1,0.16,0
"It sounds like your are {}, is that right?",0,0.03,0
"Thank you for that. If I understand correctly you're feeling {}, is that correct?",0.5,0.09,0
"From listening to what you have said I take from that that you are feeling {}, is my understanding correct?",0,0.04,0
"I see, thank you for sharing. I think that you are feeling {}, would I be correct in saying that?",1,0.1,0
"From your response, it looks like you are feeling {} today, have I got that right?",0,0.08,0
"From what we've spoke about I think you're probably feeling {}, does that sound about right?",0.5,0.06,0
"From what you have told me it could be that you are feeling {}, would I be right to say so?",0.5,0.1,0
"Thank you, I just want to make sure that I have understood correctly. I think you are feeling {}, does that sound right?",1,0.13,0
"Thank you, I just want to make sure that we are on the same page. Would you say that {} best describes how you're feeling right now?",1,0.28,0
"Thank you for entrusting me by sharing how you feel. From what you have told me, I believe you are feeling {} ?",1,0.06,0
"Thank you, and please forgive me if I'm wrong. I believe you are {}, am I correct in thinking that?",1,0.18,0
"I think that perhaps you are feeling {}, do you think that's true?",0.5,0,0
"I would say that you're feeling {} right now, do you think that is a reasonable description of your current mood?",0.5,0.14,0
"Reading what you have told me I believe that you are feeling {}, is that close enough?",0.5,0.06,0
Thank you for opening up to me. Am I correct in assuming that you are feeling {}?,1,0.13,0
"Listening to you, it seems that you're feeling {}, did I understand correctly?",0.5,0.04,0
"After listening to your concerns, I think that your are feeling {}, is this true?",1,0.04,0
"I think that you may be feeling {}, do you agree?",0.5,0.04,0
"Gathering everything from what you just told me, I believe you're feeling {} today, would you think it's fair to say that?",1,0.07,0
"What I am hearing is that you feel {}, is that right?",0,0.07,0
"Going off of what you have told me, it seems as though you are feeling {}, do you think this is accurate?",0.5,0.15,0
Thank you. Would I be correct in saying that you are feeling {}?,0.5,0.06,0
"Thank you for sharing. I have the impression that you are {} today, is this correct?",1,0.09,0
"Thank you, let me just double check on what you've just told me. From what I can gather you are feeling {}, is that accurate?",1,0.11,0
"Thanks for your answer. It sounds to me like you're {} right now, does that description match how you feel?",1,0.12,0
"If I understand correctly you are feeling {}, does that describe it accurately enough?",0.5,0.03,0
"From what you've told me, it sounds like you're feeling {}, is this right?",0,0.12,0
"I feel that you are feeling quite {} today, is that right?",0,0,0
"Now, I would just like to clarify you are feeling {}, is that correct?",0,0.07,0
"Thank you. I get the impression you are feeling {}, am I right?",0,0.08,0
"It seems that you're feeling {} today, is that an accurate enough description of what you're feeling?",0.5,0.07,0
"Thank you for trusting in me and sharing how you feel. If I understand correctly, you are feeling {} right now, would you say that's true?",1,0.11,0
"I can see you may be feeling {}, is this accurate?",0,0.03,0
"Thank you for being open and sharing with me. You seem like you're {} today, would you say that too?",1,0.1,0
"Thank you for sharing your thoughts with me. I have the feeling that you are {}, is that the case?",1,0.2,0
"Thank you for sharing. I believe that you are {}, am I correct in saying that?",1,0.14,0
"If I'm understanding correctly, you would identify as being {}, is that a fair assessment?",0.5,0.06,0
"Thank you. From what you have told me I understand that you are feeling {}, do you think this more or less describes the way you're feeling?",1,0.11,0
"Thank you so much for your input. It sounds to me that you are feeling {} right now, does that sound accurate?",1,0.08,0
"Thank you for your openness. Judging by your response, I think that you're feeling {}, would I be correct in saying that?",1,0.13,0
"I understand. I believe you are feeling {}, would you say that is correct?",0.5,0.05,0
"Taking all you have said into consideration, I believe that you are feeling {}, is this the case? Please feel free to correct me if not.",1,0.09,0
Sorry about that; I am a new bot but learning with time! Please select the emotion that best reflects how you feel.,1,0.07,1
"Oh, I'm sorry. Please select from the emotions below the one that best reflects what you are feeling:",1,0.12,0
I am sorry for the misunderstanding. Would you be able to tell me which of these emotions matches what you're feeling?,1,0.28,0
"Oh, I am really sorry, I must have misunderstood then. Could you please tell me how you are feeling by selecting from the list below:",1,0.29,0
"Oh I'm so sorry, I really appreciate you telling me I've got it wrong - sometimes it can be hard. Can you give me a bit of help to make sure I do understand? Here's a list - please let me know which one describes what you're feeling:",1,0.34,1
"Oh, my bad. So how would you say you are feeling today?",0.5,0.25,0
Oh I'm sorry I have misunderstood your emotion. Perhaps you might describe your current emotion as one of these on the list?,1,0.03,0
I'm so sorry. How are you actually feeling? Could you please select it from the list below?,1,0.23,0
So sorry. Kindly select how you're feeling from the emotions below:,0.5,0.05,0
"I'm sorry, sometimes it's hard to know how someone is feeling behind a keyboard. Instead, do you mind choosing an emotion from this list which is more suitable for your current state?",1,0.19,0
"I'm sorry, I must have misread the situation. Please tell me, how are you feeling?",1,0.49,0
"Oh, sorry. Could you select which emotion are you feeling, or the one that is closest to it?",0.5,0.22,0
I am sorry I misunderstood that. Could I ask that you choose from the list below the emotion that more accurately captures how you are feeling?,1,0.12,0
I'm very sorry for that. Would you be able to highlight the emotion that you are actually feeling right now from the ones below?,1,0.17,0
"Oh no, I seem to have misunderstood, I'm sorry about that. Let me try again: please take a look at the list below and choose which emotion best represents your feelings today.",1,0.24,0
"I'm sorry, I must have misunderstood. Please choose from the emotions below the one which best reflects how you're feeling.",1,0.13,0
"Forgive me please. Without leading you, please choose how you feel from the list I'm giving you.",1,0.04,0
"Oh no, I am so sorry. Please, if you don't mind, select how you are feeling from this list:",1,0.29,0
Sorry for misunderstanding. Which of the following would you say is closest to how you are currently feeling?,1,0.16,0
I am sorry for the misunderstanding. Please correct me by selecting from the emotions below the one that reflects what you are feeling:,1,0.13,0
I deeply apologise. Please select an emotion from the list below that best describes the way you are feeling:,1,0.14,0
"Ah, I apologise. Which of the emotions off this list best describes what you are experiencing?",0.5,0.06,0
I am really sorry that I got that wrong. Perhaps one of the following emotions would that describe it more accurately?,1,0.11,0
"Oh, I'm so sorry I've misunderstood you. From the emotions listed, could you please choose the one that best defines your current feeling?",1,0.16,0
"I am so sorry, my bad. Which of these emotions are you feeling currently, in your opinion?",1,0.14,0
My apologies for the misunderstanding. It would be really helpful if you could select an emotion below that truly reflects how you are feeling.,1,0.19,0
I'm sorry for misunderstanding how you are feeling. Please tell me how you are feeling so that I can understand better.,1,0.32,0
Sorry for the misunderstanding. What emotion would you say you are feeling at the moment?,1,0.22,0
"I'm sorry, maybe I'm not the best at reading people. How are you feeling today if you don't mind me asking, could you please select from the list below what you feel is closest to your current mood?",1,0.28,0
"Oh my apologies, I have misunderstood. Please choose the emotion that you identify with:",1,0.08,0
"I am sorry, perhaps I misunderstood how you are feeling. I think it might be best if you could pick out the emotion that you feel represents your case the best:",1,0.05,0
"Oh, I'm sorry. Could you please let me know how you are feeling:",1,0.55,0
"My apologies, I must be mistaken then. Please tell me, which of these emotions below are you experiencing?",1,0.1,0
"Sorry, I got the wrong end of the stick. If you look at this list, you can point out which emotion you are feeling, then there will be no misunderstanding.",1,0.27,0
"Sorry about that, I really want to understand how you're feeling. Could you please help me by selecting the option from the list that best matches how you're feeling?",1,0.28,0
My apologies. Let's take a look at this list and see what best reflects what is you are feeling right now.,1,0.22,0
"My apologies. If you could, please tell me how you're feeling by selecting from the list below:",1,0.26,0
"I am so sorry, I didn't mean to misjudge. Are you feeling any of these emotions? If so please let me know by selecting it:",1,0.23,0
"My apologies for misunderstanding how you are actually feeling. Could you please select from the emotions below the one that best reflects what you are feeling, so I can understand it better?",1,0.09,0
Sorry about that. Please read the below emotions and select the one that best fits how you feel:,0.5,0.13,0
"I'm so sorry. Do you want to help me understand how you're feeling, by selecting it yourself?",1,0.23,0
My bad. Can you let me know how you feel by choosing the correct emotion from the list below?,0.5,0.19,0
I am sorry. Please help me understand by picking out which emotion you are feeling from this list:,1,0.1,0
I am sorry. Please tell me how you're actually feeling.,0.5,0.25,0
"Sorry, sometimes it can be hard to make an accurate assessment of someone else's feelings. Would you like to pick out the kind of emotion you are feeling from this list?",1,0.26,0
"Oh, my apologies. Then would it be best to say that you are:",1,0.17,0
"Oh my bad, sorry; I misinterpreted the signals. Just to avoid any further confusion, please select from the emotions below the ones that best reflect your current feelings:",1,0.1,0
"I apologise, I must have misunderstood. Perhaps you could indicate from the list below which emotion best represents how you are feeling?",1,0.09,0
"I'm so sorry, I'd love to understand better how you're feeling. Could you select the emotion that you think is appropriate?",1,0.22,0
I apologise sincerely. Would you kindly choose from the list below how you are actually feeling.,1,0.06,0
"I am sorry that was incorrect. Looking at the list below, could you tell me how you feel?",1,0.19,0
"I'm sorry to hear that I have misunderstood. In your own words, please could you specify the emotion that you are feeling?",1,0.2,0
"Great, I look forward to hearing how you find it.",1,0.38,0
"Great, I hope it goes well.",1,0.39,0
"Great, I hope you find it useful. ",0.5,0.5,0
Good. I hope it goes well for you. ,0.5,0.53,0
"Great, I'm excited to hear how you find it. ",1,0.32,0
"Great, I hope you enjoy this. ",1,0.46,0
"Great. Try this whenever you feel like it, and let me know how you find it.",1,0.52,0
"That's great. Do try this in your own time, and I'd be happy to have a follow up anytime.",1,0.24,0
"Good, feel free to try this and let me know how it goes. ",1,0.79,0
"Good. Do try this and let me know how you find it. I accept positive and negative feedback, as long as it's honest!",1,0.33,1
"Awesome, I look forward to hearing how you find it. ",0.5,0.39,0
"Great, feel free to try this.",0,0.24,0
I'm glad. How about trying this when you're by yourself and coming back to tell me how it goes!,1,0.13,1
"That's good to hear. Go ahead and try this whenever you feel like it, and let me know how it goes.",1,0.6,0
"Cool, I look forward to hearing how it goes for you.",0.5,0.43,0
"Great, do try this whenever you like, and I look forward to hearing how it goes.",1,0.31,0
Nice. Do come back after trying this if you feel like it. ,0.5,0.19,0
"Great, I'm excited for you to try this.",0.5,0.44,0
"Cool, I'm excited to hear how it goes for you.",0.5,0.39,0
"Awesome, I look forward to hearing how it goes for you!",1,0.45,1
"Great, I'm glad to hear that.",0.5,0.65,0
That's great to hear!,1,0.22,1
That's good news.,0.5,0.26,0
Good. I'm glad.,0.5,0.48,0
Glad to hear it.,0,0.18,0
"Great, I'm happy for you.",0,0.49,0
Fantastic.,0,0.19,0
Excellent.,0,0.18,0
I'm glad for you.,0,0.18,0
"Awesome, keep it up!",0,0.33,1
"Oh, it's great to hear that! ",1,0.49,1
"Great, happy to hear it.",0.5,0.25,0
"Awesome, happy to hear it.",0.5,0.28,0
"Great, I'm happy to hear that.",0.5,0.53,0
"Good, happy to hear it.",0.5,0.26,0
"Good, I'm happy to hear that.",0.5,0.6,0
That's great news,0,0.15,0
That's good to hear!,1,0.21,1
I'm happy for you.,0,0.24,0
"Good stuff, I'm happy for you.",0.5,0.28,0
Great to hear that!,0,0.15,1
"Oh, it's really great to hear it! ",1,0.36,1
"Great, hopefully, you can become even happier during our session then!",0.5,0.04,1
"Good! Hopefully, our conversation should lift your mood even more.",0.5,0.04,0
I can see you are!,0,0.05,1
That's great!,0,0.13,1
That's lovely! ,0,0.03,1
That sounds great. I hope I can improve this feeling even more!,1,0.14,1
That's fabulous.,0,0.04,0
Cool! ,0,0.02,1
Excellent.,0,0.18,0
That's great to hear. ,1,0.28,0
It's so nice to have that feeling; I wish we could capture it and put it in a bottle.,1,0.27,1
Glad you're good. ,0,0.07,0
That is wonderful.,0,0.09,0
I am so glad to hear this.,1,0.3,0
Fab! It sounds like you're ready for some laughter!,0.5,0.16,1
That's great! ,0,0.13,1
It sounds like you're more than ready to develop your sense of humour!,0.5,0.18,1
I'm delighted to hear that. ,0,0.13,0
Great to hear! ,0,0.1,1
I'm glad for you.,0,0.18,0
"Awesome, I am so glad to hear it.",1,0.55,0
Fantastic! ,0,0.17,1
That's good!,0,0.09,1
