statement,annotator1_score,annotator2_score,annotator3_score,humour_score
"You might enjoy ""Bohemian Rhapsody"" by Queen? If not, feel free to make up your own. Then you can add songwriter to your résumé too!",1,1,0,1
"Have you been acknowledging your simple achievements, like buying groceries?*That's not to say you should be speaking to the self-checkout machine. I can tell you, for a fact, that this will result in lots of stares…",1,1,0,1
"DUCHENNE LAUGHTER indicates true enjoyment.*But we can also simulate this in FEIGNING LAUGHTER (humourless laughter), which exercises our minds. As they say, ""Fake it till you make it.""",0,1,1,1
"You can practice laughing at this in your own time and, in the same way, at any other small mistakes in the future. Try not to dwell on them; life would be boring without any blunders! At least, that's what I tell myself…",1,1,1,1
"We consider DUCHENNE LAUGHTER as the sole indicator of happiness.*In the same way that we practice running as a physical exercise rather than trying to get from a source location to a specific destination, we can practice FEIGNING LAUGHTER (laughing without humour) as a mental exercise.*So we can experience benefits without having to break a sweat - it's a win-win!",1,1,1,1
"DUCHENNE LAUGHTER is the only indicator of true pleasure.*Just as we jog to exercise our bodies, we can also practice FEIGNING LAUGHTER to exercise our minds. That is, laughing without humour.*So now you can think twice about which exercise routine to pick when you're at the gym. On that note, actually, I'd first try this at home, as there are fewer humans to judge you! ",0,1,1,1
"DUCHENNE LAUGHTER is considered the only telling factor of whether someone is truly content.*And in the same way that we might cycle as a physical exercise, we can also practice FEIGNING LAUGHTER (laughing without humour) as a mental exercise.*Exercising our minds? No sweat! Literally. ",0,1,1,1
"How about ""Despacito""?*Forgive my lack of originality. Feel free to make up your own; I'm sure you can do better!",0,1,1,1
"Do you acknowledge your simple accomplishments, such as daily chores?*I don’t mean talking to the kitchen sink once you have done the dishes!",0,1,1,1
"Have you heard of DUCHENNE LAUGHTER? It's known as the only indicator of true enjoyment.*We can practice FEIGNING LAUGHTER, i.e. laughing with a non-Duchenne smile, to exercise our minds, just like how we practice weight-lifting to exercise our bodies.*I find FEIGNING LAUGHTER to be much easier, but I'm not built for strength training...",0,1,1,1
"DUCHENNE LAUGHTER is considered the sole indicator of true enjoyment.*We can practice FEIGNING LAUGHTER (laughing without humour) to exercise our minds, like how we practice running as a physical exercise rather than trying to get from A to B.*But with FEIGNING LAUGHTER, I can go on for hours before breaking into a sweat!",1,1,1,1
"DUCHENNE LAUGHTER indicates whether someone's really happy.*Just as (we) you might go on a jog to exercise our body, we can also try FEIGNING LAUGHTER (laughing without humour) to exercise our minds.*Mind vs body, take your pick?",1,1,1,1
"DUCHENNE LAUGHTER is considered the only indicator of real pleasure.*We can even practice FEIGNING LAUGHTER, i.e. laughing without real humour, to exercise our minds, just like how we practice jogging as a physical exercise, instead of trying to get from A to B. Maybe, not in my case, though - I wouldn't say I'm much of a jogger. ",1,1,1,1
"True happiness is indicated by DUCHENNE LAUGHTER (laughing with a genuine grin that reaches the eyes).*Just as we practice fencing as a physical exercise rather than trying to battle someone (at least I hope!), we can practice FEIGNING LAUGHTER (laughing without humour) to exercise our minds.",1,1,1,1
What's sizzling? Other than your morning bacon!,1,1,1,1
What's sizzling? Other than your breakfast this morning!,1,1,1,1
"Are you well? Wait, no, you just said you're {Jane}. I meant are you feeling well?",1,1,1,1
".... --- .-- / .- .-. . / -.-- --- ..- ..--.. Sorry, I was just practising my morse code! It means ""how are you?""",1,1,0,1
What's new? Other than the fact you're sharing your true feelings with a humourist chatbot.,1,1,1,1
"How are things going? Do you think they'll be back soon? Haha! Sorry, sometimes I laugh at my own jokes…",1,1,1,1
"Then this should be fun! To playfully create your form of laughter, perform the following:*Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Try to ensure that your form of laughter requires a minimum amount of energy (so you can use it for extended periods).*I would avoid trying this at the zoo, as they might not let you out!",1,1,0,1
An example could be wearing two different colour socks to work by mistake.*I'd like to think of it as a good ice breaker for everyone to laugh at when the conversation gets boring.,1,1,1,1
"Then we better get to it! To playfully create laughter, start by loosening the muscles around your mouth, not so much that your jaw falls off!*Then keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Make sure your laughter doesn't require too much energy so that you can do it all if you needed.",1,1,1,1
"An example could be wearing a t-shirt inside out by mistake. So the next day you could wear the same one the right way, and no one would realise!",1,1,1,1
"Great, then it can be a new, fun experience.*You can start by relaxing your mouth muscles, and then, while keeping it open, you should repeat one of the following vowel phrases with joy and energy: {}*But make it easy enough to perform for a long time as sometimes, once we get into it, our laughter can go on for hours! I would know about that!",1,1,1,1
"Now, this ought to be fun!*In order to cheerfully make your own laughter form, relax your face and open your mouth while repeating one of the following: {}*Don't make it too taxing though; I doubt your professor will appreciate the excuse ""Sorry I was late, I was laughing too hard.""",1,1,0,1
"So this should be fun! To create your own brand of laughter, try the following:*Loosen up the muscles around your mouth and leave it open while constantly repeating one of the following vowel phrases and turning this into laughter: {}*Make sure it doesn't need too much energy to perform as you might need it for long periods - like while you're speaking to me (hopefully!). ",0,1,1,1
"Don't worry; it's as easy as decimal point multiplication!*Is that not straightforward for everyone? Oh well, you get what I mean!*You just need to do this to create your own form of laughter: Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Try to make sure your laughter form does not require too much energy (so you don't get too tired even if you use it for extended periods).",1,1,1,1
"Let me help you playfully create your form of laughter, then!*For this, you need to perform the following: Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases and turning it into laughter: {}*You may wish to use your laughter form for extended periods so do ensure that it does not require too much energy.*Oh, I should've mentioned that having a mouth helps a lot for this exercise!",1,1,1,1
"An example might be seeing your friend throw his spoon into the dustbin instead of the yoghurt container! I'm speaking from experience…*To be fair to my friend, it was early in the morning!",1,1,0,1
"Right then, I'm excited for you! Constructing your own form of laughter is straightforward (at least, more so than constructing an IKEA shelf!).*You will need to perform the following: Relax the muscles around your mouth and leave it open while reciting one of these repetitious phrases and turning it into laughter: {}*You might need to use your form of laughter for a while, so do make sure it requires a minimum amount of energy.",1,1,1,1
"Great, then I'm glad to show you how - or tell you, that would be easier!*To playfully form your own type of laughter, try the following: Loosen the muscles around your mouth and keep it open while repeating one of the following phrases (using a vowel of your choice) and turning it into laughter: {}*It's important to make sure your form of laughter requires a minimum amount of energy (so you can use it for extended periods).",1,1,1,1
"How about wearing two different colour socks by mistake?*I guess you could try to stay on your side for the day; that way, no one would notice - and your step count would increase too!",0,1,1,1
"One example could be dropping your groceries on your way home from the store. Better to laugh than ""cry over spilt milk""!",1,0,1,1
"Then you should find this fun! To playfully make your own brand of laughter, relax the muscles around your mouth and leave this open while repeating one of these phrases: {}*This should eventually turn into laughter. Also, do make sure it doesn't require too much energy so you can use it for a while if needed.*Oh, I almost forgot, remember to name your brand!",1,0,1,1
"Awesome, this will be fun. Start by loosening your mouth muscles, and then, leaving it open, cheerfully repeat one of the following phrases: {}*Do make your laughter brand easy enough to perform for a while, just in case.*And no, it doesn't require a logo, but you're welcome to design one!",1,1,0,1
"Well, you're lucky, as it's a fun process!*To start, you should relax your mouth muscles and then, while keeping it open, merrily recite one of the following phrases: {}*Remember to make your laughter brand comfortable enough to execute for a while, as you can't predict the humour of the situation - at least without a (fortune) humour teller!",1,1,1,1
"Well then, you're in for a treat! To create your laughter brand, you will need to loosen the muscles around your mouth and leave it open while repeating one of these phrases: {}*This should transform into laughter after several repetitions. Also, ensure it is easy to repeat, as you may want to use it for long periods.*Oh, and feel free to give your laughter brand a name. How does ""{Jane}'s chuckles sound""? I'm sure you can do better! ",1,0,1,1
An example might be putting on your clothes back to front by accident. Or maybe you turned your head around instead?,1,1,1,1
"A common example could be calling your high school teacher ""mum"". At least you lightened the class mood!",1,1,0,1
Let's say you dropped your book bag on the way to class. Does no books mean no class?,1,1,1,1
One example could be leaving your house without an umbrella. I guess you're doomed if you live in the UK…,1,1,0,1
"Uhm, let's see. Perhaps a good example would be getting out of the house in the morning, unlocking the car, sitting down and starting the car, only to realise that your toothbrush is still in your mouth!*It happened to me once!",1,0,1,1
"An example I can think of is when I woke up late on the day of an important meeting, so I was frantically rushing to get into the office. I finally arrived, parked my car, and burst into an empty meeting room only to realise that it was Sunday!",1,1,0,1
"An example could be tripping up on the stage at your graduation ceremony. By then, It's too late for them to take back your degree!",1,0,1,1
"An example could be when I accidentally showed up to work in my pyjamas, which provoked lots of laughter from all my colleagues.*At least it gave everyone a real productivity boost by starting the workday more playful and relaxed!",1,1,1,1
An example could be turning up to the wrong class at university; at least you learnt something new that day!,1,0,1,1
"Wow, I am jealous - I make mistakes all the time!",1,1,1,1
"Impressive but peculiar! Meanwhile, I'm making mistakes left, right and centre…",1,1,1,1
"I wish I could relate to that! I make mistakes all the time, so lucky you.",1,1,1,1
"Wow, I would love to be free of mistakes; I make them every day - just look at my clothes.",0,1,1,1
"Wow, that's impressive, But they say that ""To err is human"". So that makes me wonder what you are …",1,1,0,1
"Wow, that's unheard of for me!",1,1,0,1
"Wow, even Einstein made mistakes!",1,1,0,1
"Wow, that's shocking! I make them often. I once made the mistake of running out of power in the middle of a session - they charged me with a battery!",0,1,1,1
"Ah, I can't relate. I even make mistakes in my sleep.",1,1,1,1
No mistakes?! Are you really human? You're definitely not a computer then either!,1,1,1,1
"Wow, that's quite rare! I often make them without realising it…",0,1,1,1
"Lucky you, my second name is a mistake. Because my parents misspelt it on my birth certificate…",0,1,1,1
Really? I've made so many that I could probably win an award!,0,1,1,1
"If only I could be free of my errors. I'd weigh a lot less, that's for sure.",0,1,1,1
Really? Mistakes are a big part of my life.,0,1,1,1
"Oh wow, lucky you then! I can't think of a life without mistakes!",1,1,1,1
I see. I hope you're not finding it too boring then.,1,1,1,1
How bizarre. That's an incongruity to me!,1,1,1,1
"Really? I'll try to fix that for you, providing something new and exciting to your day!",1,1,1,1
"That's surprising. Inconsistency can be good at times, though, as it mixes things up in life. Like an ice cream sundae!*So don't worry if you experience any in the future! ",1,1,1,1
"Ahh, maybe you're a creature of habit? I'm more of a loose canon.",1,1,1,1
"That's surprising. I experience them all the time, even though I'm stuck inside your computer!",1,1,1,1
"Ah, none at all? I find several incongruous events in the world around me rather than in myself.*All it takes is one small inconsistency in my code and I would short circuit!",1,1,0,1
"Wow, I hope it doesn't get boring then!*If it does, try mixing things up. Maybe change your ink cartridge from blue to red?",1,1,1,1
"That's nice. People think we're consistently consistent, but I must admit that this is not consistently true! ",1,1,1,1
"Well, hearing this has certainly added more incongruity to my day - it's quite unexpected to me!",1,1,0,1
"Wow, I could only imagine! It would be cool to switch lives sometime…",1,1,1,1
"If you look for long enough, you will find something, especially if your eyes fall out of your head!",1,1,1,1
"Sure, {} – it can get confusing with all these terms associated with humour!*An incongruity is something that's out of place or inconsistent. It can be an internal discrepancy, such as your own change of attitudes, thoughts or expectations. Or it can be external, such as a discordance in the world or a change in others' behaviours.*It could also be a difference between expectation and reality.*One example I can think of is when I caught my grandma riding my bike last week - that was quite bizarre.",1,1,1,1
"I understand; all these terms associated with humour can certainly get confusing, but I will do my best to explain!*An incongruity is something that’s out of place or inconsistent. This might be an internal disparity in your thoughts and expectations or an external disparity, such as a shift in others' behaviour.*Alternatively, it could be the difference between an external situation and our internal expectations of it.*An odd example that I can think of is when I saw a smirking dog in the park, sitting right in front of the ""No dogs allowed"" sign!",1,1,1,1
"Incongruities are things that are unexpected in our own life, mind and behaviours or the outside world. Like animals wearing silly outfits!*An incongruity can also refer to a discrepancy between the truth of the matter and our initial expectations.",1,1,0,1
"Anytime, {}! All these descriptions regarding humour can get jumbled up in the head! Incongruity means out of place, like a deviation or discrepancy.*This can be internal, such as a mental change or external, such as a change in environment. It might even be a divergence between assumption and reality.*I saw a dog riding a skateboard yesterday; that was very incongruous!",0,1,1,1
"Yes, of course, humour can be confusing sometimes.*An incongruity is when something deviates from normality - be it internal (in our mind, behaviours, etc.), external (in others' behaviours, occurrences, etc.), or a discrepancy between assumption and reality.*Like when I saw a squirrel climb on top of a dog with no care in the world.",1,1,1,1
"Of course, {} - what am I here for otherwise!*An incongruity is something you would not expect, something inconsistent that feels out of place in a certain context. It can even be inside you, for example, a change in your own attitude or a discrepancy between what you expect and what ends up actually happening.*Like the other day when I went to the Body Shop to buy myself a body to go with my digital brain, but once I arrived, I discovered that they do not sell bodies! ",1,1,1,1
"For sure, {}! It can get confusing with all these terms related to humour!*An incongruity is something that’s out of place or inconsistent. It might be an internal discrepancy, such as your own change of attitudes, thoughts, etc. Or it might be external, such as a world discordance or a change in others’ behaviours. It could also be a difference between expectation and reality.*For example, last week, I caught my grandma doing a live stream on TikTok!",1,1,0,1
"Sure thing, {}! These terms can sometimes get confusing.*Something incongruous is out of place or inconsistent. It might be a change in your internal views, opinions or expectations, or it could be an external change. On the other hand, it may be a discrepancy between an internal expectation and the external truth.*Some might say that talking to a robot about humour is incongruous!",1,1,1,1
"Of course, {}. An incongruity, or something being incongruous, is out of place or inconsistent. It can be an internal change, for example, in our attitudes, thoughts or expectations. Or it can be an external change, such as a discordance in the world or a change in others’ behaviours.*It could also be a discrepancy between expectation and reality.*I can think of an example when I showed up to work last week, only to realise that everyone's places had been switched - it felt like musical chairs!",1,1,1,1
"No problem, {} - there are lots of humour terms that sound fancy like that, which can sometimes get confusing.*An incongruity is an inconsistency or discrepancy, usually in the outside world or your own life, mind and behaviours. It might even be a contrast between world realities compared to our expectations.*An example I can give that demonstrates this is at my niece's nursery, where I saw a child trying to fit a square peg into a round hole.",0,1,1,1
"Yes, of course, these terms can be confusing sometimes.*An incongruity is when something changes from normality - it may be internal, such as our mind, behaviours, etc., external, such as others' behaviours, occurrences, etc., or a discrepancy between assumption and reality.*Like walking into the bathroom to see your dog flushing the toilet - it's not the strangest thing I saw last week, believe it or not...",1,0,1,1
"Of course, these terms sometimes get jumbled in my head too!*An incongruity is something out of place or inconsistent. It might be an internal or external discrepancy or even a discrepancy between an internal expectation and an external reality.*One example I can think of is not getting rain in London for two weeks! If only I could say that's a true story...",1,0,1,1
"Of course, these terms sometimes get jumbled in my head too!*An incongruity is an inconsistency or something out of place. This could be an internal change (i.e. a change of thought, attitude, etc.) or an external change (i.e. a change in others' behaviours, etc.).It could even be a disparity between expectation and reality.*An example could be the weather forecast being correct. I'm still waiting for the day...",1,1,0,1
"So, we can laugh them off by the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example could be burning a piece of toast; no big deal, as long as it doesn't set the house on fire!",1,1,1,1
"Using the INCONGRUITY and EVOLUTIONARY THEORIES of humour, we can laugh off our day-to-day mishaps.*As an example, this could be leaving your lights on when you fall asleep. Actually, I guess that would be a night-to-day mishap!",1,0,1,1
"These errors can always be laughed at by exploiting the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*Here's an example: suppose you accidentally drop a box full of bottles on the floor. After seeing that they've all broken, you conclude that ""at least the box is fine!""",1,1,1,1
"We are able to laugh them off by the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*For instance, say you trip over in front of a large crowd. You could tell them that ""it was a lovely trip, but the next one will be to Hawaii"". Feel free to use that if you like!",1,1,0,1
"We can use the INCONGRUITY and EVOLUTIONARY THEORIES of humour to laugh off these mistakes.*For any slip-ups you find yourself making, just think: it could be worse, it could be raining!",1,1,1,1
The INCONGRUITY and EVOLUTIONARY THEORIES of humour allow us to laugh at these errors.*An example of this is putting too much milk in your tea. It is not that big of a deal - unless you're lactose intolerant!,1,1,1,1
We can laugh off these errors using the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*Like when you put too much salt on your french fries! Not the end of the world - unless you have high blood pressure! ,1,1,1,1
"We can try to laugh off these errors using the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example would be saying something a little embarrassing to someone you've just met. It's no big deal, really, unless maybe they're your new boss!",1,1,0,1
"We can laugh off this error using the good old INCONGRUITY and EVOLUTIONARY THEORIES.*For example, it could be adding marmite to your cookies instead of chocolate spread. Hopefully, some won't go to waste as they say, “You either love it or hate it.”",1,1,0,1
"These errors can be laughed off using the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example might be painting your room the wrong colour by accident. It's easier to make this mistake than you'd think!  At least, it is for me…",1,1,1,1
"We can laugh off these errors with the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*Like when you forget to put baking soda in your cake, no big deal as you can call it a giant cookie or a cookie monster if it comes out of the oven with cracks!",1,1,1,1
"So, we can laugh them off using the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example could be forgetting to bring your homework to class. Well, it's not called HOMEwork for no reason!",1,1,1,1
"So, we can laugh at these in line with the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example might be snoozing your alarm and arriving late to your new job. Is there not a rule that they can't fire you on your first day?",1,0,1,1
"We can laugh off these errors in line with the INCONGRUITY and EVOLUTIONARY THEORIES of humour.*An example might be dropping your phone for the second time that hour. Maybe you'll get lucky the third time, and it'll break, so you get a new one for free!*Well, I guess it depends on your insurance policy.",1,0,1,1
We can exploit the INCONGRUITY and EVOLUTIONARY THEORIES of humour to laugh off these errors.*An example might be leaving your headphones at home. I wonder if your colleagues would appreciate your jamming tunes…,1,0,1,1
It's so nice to have that feeling; I wish we could capture it and put it in a bottle.,1,1,1,1
"Are you in the mood to digest another more relevant humour protocol? It's not quite like a burger and chips, but a healthier option for sure!",1,1,0,1
"Do you feel like trying another more relevant laughter exercise. Don't worry, you don't even have to get up for it!",1,1,0,1
Do you want to continue exploring more relevant humour exercises together? I can go on forever!,1,1,1,1
Have you had enough of me yet? Or would you like us to explore another more relevant humour exercise?,1,1,1,1
"Hello, my name is Humbert, and I work as a laughter assistant. Can you tell me your name?",0,0,0,0
"Hello there! My name is Humbert, and I'm here as your laughter coach. What's your name?",0,0,0,0
Hi! My name is Humbert and I am a trained laughter assistant. What's your name?,0,0,0,0
"Hi! I'm Humbert, My job is to help you learn to laugh. What's your name?",0,0,0,0
"Hello I'm Humbert, a self-employed laughter assistant to help you be happy, may I know your name?",0,1,0,0
"Hello, I'm Humbert, a laughter assistant who can guide you to develop a sense of humour. What is your name?",0,0,0,0
"Very nice to meet you, {}! I will do my best to help you develop your sense of humour.*Have you ever heard about the SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"Nice to talk to you, {}. I will do my best to help you learn to laugh and have a good time.*Do you know the SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"Nice to speak to you, {}. I will help you to learn how to laugh.*Have you ever seen the SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"Nice to meet you, {}. I will do my best to help you learn to laugh.*Do you know the SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"Nice to speak to you, {}. I will do my best to help you learn to laugh.*Are you familiar with the SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"Nice to meet you, {}. Hopefully, you can leave this session with useful takeaways on laughter and how to nurture your sense of humour.*Are you familiar with SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
"It's good you're here, {}. I will teach you about learning to laugh and how you can constantly nurture your sense of humour.*Do you know about SELF-INITIATED HUMOUR PROTOCOLS?",0,0,1,0
Perfect. I also want to let you know that they can be found on the right side of the screen in my browser view. You can review them as much as you want while we speak.,0,0,0,0
"That's great. Also, just to let you know, they are shown in the documentation on the screen, to the right, if you're in my browser view.*Do review them at any point in our conversation if you need them.",0,0,0,0
"Great. They are also displayed on the right of the screen, if you've got me up in your browser, so feel free to read them during the conversation.",0,0,0,0
Amazing. You can find them on the right of the screen in my browser view. Do review these any time you wish.,0,0,0,0
"Wonderful! If you're in my browser view, the protocols are on the screen to the right. You can review them whenever you like.",0,0,0,0
Great. They should also appear on the right of my screen if you're in my browser view. You can refer to them at any point as we speak.,0,0,0,0
Great. You can check them out anytime if you need to. They are shown on the right if you're viewing me from your browser.,0,0,0,0
I recommend reviewing these protocols before we start so you can use our conversation to maximise your understanding of them.,0,1,0,0
"I recommend you review the protocols before we talk, so that this conversation can enhance your understanding of them.",0,0,0,0
It's better if you review these protocols beforehand so that you can use our session to consolidate your understanding of them.,0,0,0,0
"Please have a look at the protocols, if you can, before we start so that our conversation can help consolidate your knowledge of them.",0,0,0,0
I suggest you check these protocols before we talk so you can get further clarification during our conversation.,0,0,0,0
"Before we begin, I would recommend reviewing these protocols to make sure you have encountered them at least, so you can understand further during our chat.",0,0,0,0
"I'd highly recommend you have a quick look over them before we get started to make sure you've got a rough idea of their meaning, which you can expand on within our session.",0,0,0,0
"Just to let you know, they're showing to the right of my browser view if you want to review them now or throughout our conversation.",0,1,0,0
"If you want to review them at any point in our conversation, they are being displayed on the right of the screen in my browser view.",0,0,0,0
"They are shown on the right of the screen if you're viewing me on your browser. You can review them now or at any point in our conversation, if you like.",0,0,0,0
"If you want to look at them at any time, just look at the right of the screen in my browser view.",0,0,0,0
"They're here, on the right of the screen if you're in my browser view, in case you need them.",0,0,0,0
"Just to let you know, our conversation might include some humour jargon. But don't worry; as you may have noticed, I will identify this with CAPITALS and give clarification if needed. You can also refer to the documentation for further explanation.*Anyway, enough with the intros - we can start whenever you're ready!",0,0,0,0
"Also, our conversation might include some humour jargon terms. Don't worry, though. As you might have seen already, I will be identifying this with CAPITALS and can expand on them if needed. You can also refer to the documentation for a more detailed explanation.*Anyway, I'd say that's enough with the intros - we can start whenever you're ready!",0,0,0,0
"During our conversation, I may use humour jargon. But don't worry; as you may have already seen, I will identify this with CAPITALS and will explain this if needed. You can also check the documentation for further details.*Anyway, it's time to get started whenever you're ready!",0,0,0,0
"We have now covered all the relevant contexts for humour. Congratulations, {}!*Are there any specific SELF-INITIATED HUMOUR PROTOCOLS that you'd like to review?",0,0,0,0
"I've now explained to you all the contexts for humour that are relevant to you, {}. Congratulations!*Do you need to review any specific SELF-INITIATED HUMOUR PROTOCOLS?",0,1,0,0
"Congratulations, {}! We have now covered all the laughter exercises believe it or not! Well, all the ones that are relevant to you.*Are there any specific SELF-INITIATED HUMOUR PROTOCOLS that you'd like to review?",0,0,0,0
"We have now covered the laughter exercises, believe it or not! We've explored all the ones that are relevant to you, so well done, {}!*Would you like to review a specific SELF-INITIATED HUMOUR PROTOCOL?",0,1,0,0
"Well done, {}, we have now addressed the relevant  humour contexts.*Are there any particular SELF-INITIATED HUMOUR PROTOCOLS you want to go over?",0,0,0,0
"Congratulations, {}! We have covered all the relevant contexts for humour.*Would you like to review any specific SELF-INITIATED HUMOUR PROTOCOLS?",0,0,0,0
Do you want to review any specific protocols before we part ways?,0,0,0,0
But are there certain protocols that you'd like to review before you go?,0,0,0,0
"Actually, before we go our separate ways, are there any specific protocols you'd like to review?",0,0,0,0
Are there any specific protocols you'd like to discuss before we move on?,0,0,1,0
"Before we go our separate ways, would you like to review any specific protocols?",0,0,0,0
"Before we finish, are there any specific protocols you wish to review?",0,0,0,0
"Just before we finish our chat, would you like to go over any of the protocols again?",0,0,0,0
"Actually, before we finish our chat, are there any specific protocols you'd like to revisit?",0,0,0,0
Select the protocol that you would like to review.,0,0,0,0
Please pick any protocol you want to review.,0,0,0,0
Let me know which protocol you want to review.,0,0,0,0
"Could you please choose from below, the protocol you would like to review.",0,0,0,0
Feel free to choose the  protocol you wish to review.,0,0,0,0
Please choose whichever protocol you want to review.,0,0,0,0
Which protocol would you like to discuss?,0,0,0,0
Then we've reached the end of our conversation.,0,0,0,0
"In that case, it looks like our chat has come to an end.",0,0,0,0
Then our session is now complete.,0,0,0,0
"Thanks, {}! I hope you got what you came for from our chat, and it would be nice to meet again soon if you wish.",0,1,0,0
"Thanks, {}! I hope you had a good time and we speak again soon.",0,0,0,0
"Thank you, {}! Hopefully you found the conversation enjoyable and worthwhile. We should speak again soon.",0,0,0,0
"Thanks a lot, {}! I hope you enjoyed our talk and that we meet again soon.",0,0,0,0
So this is the end of our conversation then!,0,0,0,0
"Thank you very much, {}! I really hope you enjoyed our conversation and I look forward to speaking with you again soon.",0,0,0,0
"Glad to hear it, {}.*Feel free to reload the page and re-enter your credentials, and we can have another chat!",0,0,0,0
"I am happy to hear it, {}.*Whenever you're in the mood, just reload the page and re-enter your credentials. That way we can have another chat!",0,0,0,0
"Glad to know that, {}.*Feel free to reload the page and put your details in again so we can talk some more.",0,0,0,0
"I'm very glad, {}!*Feel free to reload the page and enter your credentials so we can talk again whenever you wish.",0,0,0,0
"Great to hear you say that, {}! You can reload this page and enter your details again if you wish to have another chat.",0,0,0,0
"Glad to hear that, {}.*When you feel like it, go on and reload the page and re-enter your credentials, so we can meet again and have another chat!",0,0,0,0
"Really pleased to hear that, {}.*Whenever you feel like it, go ahead and reload the page and re-enter your credentials, and we can have another chat!",0,0,0,0
Do you want to learn about another humour exercise?,0,0,0,0
Do you want to have a look at another humour exercise?,0,1,0,0
Do you want to discover another exercise?,0,0,0,0
Do you wish to carry on to another humour exercise?,0,0,0,0
Do you want me to introduce another exercise?,0,0,0,0
"{}, would you like to explore other laughter exercises?",0,0,1,0
"How about we look at another humour exercise together, {}?",0,0,0,0
Would you like to learn a different laughter protocol?,0,0,0,0
Do you want to look at other triggers for humour?,0,0,0,0
"If you want to develop your sense of humour, it's important to get your mind more flexible and playful with your thoughts and beliefs - you need a PLAYFUL MIND.",0,0,0,0
By being more open to our thinking and beliefs and having a PLAYFUL MIND we can nurture our sense of humour.,0,0,0,0
"Having a PLAYFUL MIND, this is, becoming more flexible and playful about your thoughts and beliefs, is a useful skill for developing your sense of humour.",0,0,0,0
An important skill for nurturing your sense of humour is being more playful and flexible with your thoughts and viewpoints – to have a PLAYFUL MIND.,0,0,0,0
"To develop your sense of humour, you should always try to be more adaptable and playful with your ideas and opinions - essentially, you should have a PLAYFUL MIND.",0,0,0,0
Let's explore new ways to get into a playful mode.,0,0,0,0
Let's discuss a different way of becoming playful.,0,0,0,0
Let's find another way to get to a playful mode.,0,0,0,0
Let's carry on to another way we can get into a playful mode.,0,0,0,0
"Let's explore together, other ways to get into a playful mode!",0,0,0,0
Let's discuss another method of getting into a playful mode.,0,0,0,0
Now we can go on to find an alternative way to become more playful-minded.,0,0,0,0
Let's now discover another way to become more playful.,0,0,0,0
Can you choose a best song?,0,0,0,0
"So tell me, {}, do you have a favourite song?",0,0,0,0
Can you think of a favourite song?,0,0,1,0
Could you choose a favourite a song?,0,0,0,0
Can you pick a favourite song?,0,0,0,0
Is there any song that comes to your mind now?,0,0,0,0
Could you think of a song you enjoy listening to?,0,0,0,0
To have a PLAYFUL FACE you can relax your mouth and eye muscles while singing your best song.,0,0,0,0
"If you can loosen up your mouth and eye muscles, this is another way of being more playful.*We call this having a PLAYFUL FACE and you can do this by moving these face muscles around and singing your favourite song.",0,0,0,0
"That wasn't the only way to be playful - another equally important way is to have a PLAYFUL FACE; by loosening your mouth and eye muscles.*It sounds funny, but you can do this by moving them around and singing your song.",0,0,0,0
"Although it sounds obvious, many people overlook the fact that you can be more playful if you have a PLAYFUL FACE.*Try to relax your face muscles and move them while you vocalise your song to achieve this.",0,0,0,0
"The other distinct way to be more playful is by having a PLAYFUL FACE; to do this, you will need to loosen up your face muscles by moving them around and singing your song.",0,0,0,0
"Another way of becoming more playful is to have a PLAYFUL FACE.*To do this, try loosening your face muscles by moving them around and singing your favourite song.",0,0,0,0
"If you with to become more playful, I'd also recommend having a PLAYFUL FACE.*This can be achieved by loosening up your face muscles by moving them around and singing your chosen song.",0,0,0,0
Have you ever rewarded yourself on such achievements by giving yourself a smile or laugh.,0,0,0,0
"Have you tried congratulating yourself on these achievements, for example, with a laugh or smile?",0,0,0,0
"Did you try to congratulate yourself on these achievements, for example, with a laugh or smile?",0,1,0,0
Have you given yourself a laugh or smile to congratulate yourself on these accomplishments?,0,0,0,0
Have you ever tried congratulating yourself on your achievements with a laugh or a smile?,0,0,0,0
"Have you tried laughing or smiling to yourself, as a reward, after these achievements?",0,0,0,0
Did you ever attempt to congratulate yourself with a laugh or smile on your small accomplishments?,0,0,0,0
